from_tconst,from_title,from_year,from_runtimeMinutes,from_averageRating,from_numVotes,from_budget,from_revenue
tt0116839,Lawnmower Man 2: Beyond Cyberspace,1995.0,93,2.6,10533,15000000,2409225
tt0116905,Lone Star,1996.0,135,7.4,33965,5000000,13269963
tt0116908,The Long Kiss Goodnight,1996.0,121,6.8,88687,65000000,89456761
tt0116922,Lost Highway,1997.0,134,7.6,161625,15000000,3836866
tt0116996,Mars Attacks!,1996.0,106,6.4,251046,70000000,101371017
tt0117002,Mary Reilly,1996.0,108,5.8,16212,47000000,12379402
tt0117008,Matilda,1996.0,98,7.0,184101,36000000,33500000
tt0117039,Michael Collins,1996.0,133,7.1,34909,25000000,16900000
tt0117057,The Mirror Has Two Faces,1996.0,126,6.6,24072,42000000,41083864
tt0117060,Mission: Impossible,1996.0,110,7.2,485600,80000000,457696391
tt0117104,Mrs. Winterbourne,1996.0,105,6.2,8966,25000000,10082005
tt0117110,Muppet Treasure Island,1996.0,99,6.9,27748,31000000,34300000
tt0117128,Mystery Science Theater 3000: The Movie,1996.0,73,7.2,19119,5000000,1000000
tt0117218,The Nutty Professor,1996.0,95,5.7,127153,54000000,128769345
tt0117318,The People vs. Larry Flynt,1996.0,130,7.3,103037,36000000,20300385
tt0117331,The Phantom,1996.0,100,5.1,36613,45000000,17323326
tt0117372,The Preacher's Wife,1996.0,123,5.7,14412,40000000,48100000
tt0117381,Primal Fear,1996.0,129,7.7,257601,30000000,102600000
tt0117420,The Quest,1996.0,95,5.6,29036,30000000,57400547
tt0117509,Romeo + Juliet,1996.0,120,6.7,250961,14500000,147298761
tt0117571,Scream,1996.0,111,7.4,413952,14000000,173046663
tt0117603,Set It Off,1996.0,123,6.9,19285,9000000,41590886
tt0117628,She's the One,1996.0,96,6.0,18883,3500000,9500000
tt0117665,Sleepers,1996.0,147,7.5,244245,44000000,165600000
tt0117666,Sling Blade,1996.0,135,8.0,101470,1200000,34100000
tt0117705,Space Jam,1996.0,88,6.5,221005,80000000,250200000
tt0117723,Spy Hard,1996.0,81,5.3,41462,18000000,27000000
tt0117731,Star Trek: First Contact,1996.0,111,7.6,134587,46000000,146027888
tt0117737,Stealing Beauty,1996.0,118,6.5,31372,10000000,4800000
tt0117802,Swingers,1996.0,96,7.2,90271,200000,4505922
tt0117826,Bordello of Blood,1996.0,87,5.4,16222,15000000,5600000
tt0117887,That Thing You Do!,1996.0,108,7.0,75840,26000000,34585416
tt0117894,Thinner,1996.0,93,5.8,34988,8000000,15315484
tt0117913,A Time to Kill,1996.0,149,7.5,188952,40000000,152266007
tt0117918,Tin Cup,1996.0,135,6.4,54587,45000000,53854588
tt0117951,Trainspotting,1996.0,93,8.1,745935,4000000,71981823
tt0117998,Twister,1996.0,113,6.5,242582,92000000,494471524
tt0118073,A Very Brady Sequel,1996.0,90,5.9,12068,12000000,21440752
tt0118111,Waiting for Guffman,1996.0,84,7.4,31525,4000000,2900000
tt0118548,Absolute Power,1997.0,121,6.7,62405,50000000,50100000
tt0118570,Air Bud,1997.0,98,5.3,20357,3000000,23144499
tt0118571,Air Force One,1997.0,124,6.5,216729,85000000,315200000
tt0118583,Alien Resurrection,1997.0,109,6.2,280359,70000000,162000000
tt0118604,An American Werewolf in Paris,1997.0,98,5.1,28079,22000000,26570463
tt0118607,Amistad,1997.0,155,7.3,84925,36000000,44229441
tt0118615,Anaconda,1997.0,89,4.9,115725,45000000,136885767
tt0118655,Austin Powers: International Man of Mystery,1997.0,89,7.0,264709,16500000,67711748
tt0118661,The Avengers,1998.0,89,3.8,46170,60000000,48600000
tt0118663,B*A*P*S,1997.0,91,4.8,6090,10000000,7240837
tt0118688,Batman & Robin,1997.0,125,3.8,274584,125000000,238207122
tt0118689,Bean,1997.0,89,6.5,113409,18000000,251212670
tt0118691,The Beautician and the Beast,1997.0,105,5.5,10200,16000000,11486880
tt0118708,Beverly Hills Ninja,1997.0,88,5.6,45178,18000000,31480022
tt0118715,The Big Lebowski,1998.0,117,8.1,885844,15000000,47010480
tt0118747,Blues Brothers 2000,1998.0,123,4.9,35427,28000000,14051384
tt0118749,Boogie Nights,1997.0,155,7.9,289925,15000000,43101594
tt0118750,Booty Call,1997.0,79,5.5,9817,7000000,20050376
tt0118755,The Borrowers,1997.0,89,5.9,24221,29000000,22619699
tt0118771,Breakdown,1997.0,93,7.0,65281,36000000,50159144
tt0118789,Buffalo '66,1998.0,110,7.4,63765,1500000,2375097
tt0118798,Bulworth,1998.0,108,6.8,27728,30000000,29202884
tt0118826,The Castle,1997.0,85,7.6,18052,786675,861789
tt0118829,Cats Don't Dance,1997.0,75,6.9,8883,32000000,3600000
tt0118842,Chasing Amy,1997.0,113,7.2,145964,250000,12021272
tt0118880,Con Air,1997.0,115,6.9,328813,75000000,224012234
tt0118883,Conspiracy Theory,1997.0,135,6.7,110183,75000000,137000000
tt0118884,Contact,1997.0,150,7.5,302006,90000000,171120329
tt0118887,Cop Land,1997.0,105,7.0,110584,15000000,44862187
tt0118928,Dante's Peak,1997.0,108,6.1,102743,116000000,178127760
tt0118929,Dark City,1998.0,100,7.6,218665,27000000,27200000
tt0118956,Deep Rising,1998.0,106,6.1,42644,45000000,11203026
tt0118966,Desperate Measures,1998.0,100,6.1,18482,50000000,13800000
tt0118971,The Devil's Advocate,1997.0,144,7.5,419921,57000000,153000000
tt0119008,Donnie Brasco,1997.0,127,7.7,342617,35000000,124909762
tt0119013,Double Team,1997.0,93,4.8,37641,30000000,48138337
tt0119051,The Edge,1997.0,117,6.9,81996,30000000,43300000
tt0119081,Event Horizon,1997.0,96,6.6,204657,60000000,26700000
tt0119094,Face/Off,1997.0,138,7.3,412747,80000000,245700000
tt0119099,Fallen,1998.0,124,7.0,97181,46000000,25232289
tt0119109,Fathers' Day,1997.0,98,5.3,16908,85000000,36000000
tt0119115,Fierce Creatures,1997.0,93,6.4,26093,25000000,9381260
tt0119123,Fire Down Below,1997.0,105,5.1,19635,60000000,16228448
tt0119137,Flubber,1997.0,93,5.3,96963,80000000,178000000
tt0119141,Fools Rush In,1997.0,109,6.1,40656,20000000,42000000
tt0119164,The Full Monty,1997.0,91,7.2,116684,3500000,257850122
tt0119173,G.I. Jane,1997.0,125,6.0,89981,50000000,48169156
tt0119174,The Game,1997.0,129,7.7,449232,50000000,109423648
tt0119177,Gattaca,1997.0,106,7.7,334243,36000000,12532777
tt0119190,George of the Jungle,1997.0,92,5.6,86671,55000000,174463257
tt0119196,The Gingerbread Man,1998.0,114,5.7,11944,25000000,1700000
tt0119214,Gone Fishin',1997.0,94,4.8,10856,53000000,19745922
tt0119215,Good Burger,1997.0,95,5.8,34694,8500000,23700000
tt0119217,Good Will Hunting,1997.0,126,8.3,1127193,10000000,225900000
tt0119229,Grosse Pointe Blank,1997.0,107,7.3,102034,15000000,31100000
tt0119282,Hercules,1997.0,93,7.3,265864,85000000,252712101
tt0119303,Home Alone 3,1997.0,102,4.6,132161,32000000,79082515
tt0119304,Home Fries,1998.0,91,5.1,9144,15000000,10443316
tt0119311,Hoodlum,1997.0,130,6.3,13081,30000000,23461013
tt0119314,The Horse Whisperer,1998.0,169,6.7,44471,60000000,186883563
tt0119324,The House of Yes,1997.0,85,6.6,9034,1500000,626057
tt0119345,I Know What You Did Last Summer,1997.0,101,5.8,164704,17000000,125586134
tt0119361,In the Company of Men,1997.0,97,7.1,14548,25000,2804473
tt0119395,The Jackal,1997.0,124,6.4,128364,60000000,159300000
tt0119396,Jackie Brown,1997.0,154,7.5,387839,12000000,74727492
tt0119432,Jungle 2 Jungle,1997.0,105,5.2,26586,32000000,59927618
tt0119468,Kiss the Girls,1997.0,115,6.6,93587,27000000,60527873
tt0119484,Kull the Conqueror,1997.0,95,4.8,8999,30000000,6112613
tt0119488,L.A. Confidential,1997.0,138,8.2,637774,35000000,126216940
tt0119517,Your Friends and Neighbors,1998.0,100,6.3,8452,5000000,4710749
tt0119528,Liar Liar,1997.0,86,6.9,347373,45000000,302710615
tt0119535,A Life Less Ordinary,1997.0,103,6.3,37689,12000000,14633270
tt0119558,Lolita,1997.0,137,6.8,69912,62000000,1100000
tt0119567,The Lost World: Jurassic Park,1997.0,129,6.6,456770,73000000,618638999
tt0119592,Mad City,1997.0,115,6.3,21492,50000000,10500000
tt0119644,Meet Wally Sparks,1997.0,105,5.2,3932,12000000,4100000
tt0119654,Men in Black,1997.0,98,7.3,635334,90000000,589400000
tt0119668,Midnight in the Garden of Good and Evil,1997.0,155,6.6,42490,35000000,25100000
tt0119683,Les Misérables,1998.0,134,7.4,44297,14000000,14096321
tt0119695,Money Talks,1997.0,97,6.2,32068,25000000,48407611
tt0119707,Mortal Kombat: Annihilation,1997.0,95,3.6,59498,30000000,51376861
tt0119715,Mousehunt,1997.0,98,6.5,62370,38000000,122417389
tt0119718,Mr. Magoo,1997.0,87,4.1,16500,30000000,75000000
tt0119731,Murder at 1600,1997.0,107,6.1,33751,40000000,25804707
tt0119738,My Best Friend's Wedding,1997.0,105,6.4,160564,38000000,299288605
tt0119783,Night Falls on Manhattan,1996.0,113,6.6,9183,10000000,9889670
tt0119791,Nightwatch,1997.0,101,6.2,22065,10000000,1179002
tt0119807,Nothing to Lose,1997.0,98,6.7,50711,25000000,44480039
tt0119822,As Good as It Gets,1997.0,139,7.7,327027,50000000,314178011
tt0119843,Oscar and Lucinda,1997.0,132,6.5,7312,16000000,1897404
tt0119874,The Peacemaker,1997.0,124,6.0,64450,50000000,110463140
tt0119896,Picture Perfect,1997.0,101,5.5,22002,19000000,44300000
tt0119925,The Postman,1997.0,177,6.1,81048,80000000,17626234
tt0119942,Primary Colors,1998.0,143,6.7,30736,65000000,52100000
tt0119951,Private Parts,1997.0,109,6.9,39823,28000000,41200000
tt0119978,The Rainmaker,1997.0,135,7.2,86049,40000000,45916769
tt0119994,Red Corner,1997.0,122,6.3,18852,48000000,22420000
tt0120008,The Replacement Killers,1998.0,87,6.1,31215,30000000,19200000
tt0120082,Scream 2,1997.0,120,6.3,221092,24000000,172363301
tt0120094,Selena,1997.0,127,6.9,32661,20000000,60000000
tt0120102,Seven Years in Tibet,1997.0,136,7.1,161036,70000000,131457682
tt0120107,Shadow Conspiracy,1997.0,103,4.9,5351,45000000,2154540
tt0120148,Sliding Doors,1998.0,99,6.7,73172,6000000,58809149
tt0120151,A Smile Like Yours,1997.0,98,4.8,1558,18000000,3300000
tt0120177,Spawn,1997.0,96,5.2,74199,40000000,87840042
tt0120184,Sphere,1998.0,134,6.1,115052,80000000,37020277
tt0120185,Spice World,1997.0,93,3.7,38512,25000000,100000000
tt0120188,Three Kings,1999.0,114,7.1,183799,75000000,108000000
tt0120201,Starship Troopers,1997.0,129,7.3,332794,105000000,121214377
tt0120207,Steel,1997.0,97,3.0,15458,16000000,1686429
tt0120255,The Sweet Hereafter,1997.0,112,7.4,37356,5000000,7951247
tt0120324,A Simple Plan,1998.0,121,7.5,79279,17000000,16316273
tt0120338,Titanic,1997.0,194,7.9,1330750,200000000,2264162353
tt0120347,Tomorrow Never Dies,1997.0,119,6.5,209174,110000000,333011068
tt0120363,Toy Story 2,1999.0,92,7.9,641189,90000000,497375381
tt0120382,The Truman Show,1998.0,103,8.2,1265698,60000000,264100000
tt0120389,Turbo: A Power Rangers Movie,1997.0,99,3.7,10171,10000000,9615840
tt0120390,Turbulence,1997.0,100,5.0,13068,55000000,11466088
tt0120399,U Turn,1997.0,125,6.7,56103,19000000,6682098
tt0120434,Vegas Vacation,1997.0,93,5.9,54547,25000000,36400360
tt0120461,Volcano,1997.0,104,5.5,84354,90000000,122823468
tt0120478,Star Kid,1997.0,101,5.3,3190,12000000,7000000
tt0120483,The Man Who Knew Too Little,1997.0,94,6.6,35426,20000000,13801755
tt0120484,The Waterboy,1998.0,90,6.2,184571,23000000,185991646
tt0120514,Wilde,1997.0,118,6.9,18570,2158775,10000000
tt0120524,Wishmaster,1997.0,90,5.8,27033,5000000,15738769
tt0120531,Woo,1998.0,84,4.2,2317,13000000,8026971
tt0120533,Celebrity,1998.0,113,6.3,29033,12000000,5078660
tt0120586,American History X,1998.0,119,8.5,1224793,20000000,23900000
tt0120587,Antz,1998.0,83,6.5,167082,60000000,171757863
tt0120591,Armageddon,1998.0,151,6.7,463812,140000000,553799566
tt0120596,The Bachelor,1999.0,101,5.1,19234,51000000,36911617
tt0120601,Being John Malkovich,1999.0,113,7.7,361074,13000000,22863596
tt0120609,The Big Hit,1998.0,91,6.1,32269,13000000,27007143
tt0120611,Blade,1998.0,120,7.1,315413,45000000,131183530
tt0120616,The Mummy,1999.0,124,7.1,479368,80000000,415885488
tt0120623,A Bug's Life,1998.0,95,7.2,325030,80000000,363258859
tt0120630,Chicken Run,2000.0,84,7.1,218231,45000000,224834564
tt0120632,City of Angels,1998.0,114,6.7,130960,55000000,198685114
tt0120633,A Civil Action,1998.0,115,6.6,31765,70000000,56709981
tt0120645,Meet the Deedles,1998.0,93,4.1,3255,24000000,4562146
tt0120647,Deep Impact,1998.0,120,6.3,196160,75000000,349464664
tt0120655,Dogma,1999.0,130,7.3,233528,10000000,31429330
tt0120657,The 13th Warrior,1999.0,102,6.6,135396,120000000,61698899
tt0120660,Enemy of the State,1998.0,132,7.3,266316,90000000,250649836
tt0120663,Eyes Wide Shut,1999.0,159,7.5,395947,65000000,162100000
tt0120667,Fantastic Four,2005.0,106,5.7,354120,100000000,333535934
tt0120669,Fear and Loathing in Las Vegas,1998.0,118,7.5,308980,18500000,10700000
tt0120679,Frida,2002.0,123,7.3,97878,12000000,56298474
tt0120681,From Hell,2001.0,122,6.7,167825,35000000,74558115
tt0120684,Gods and Monsters,1998.0,105,7.3,33437,10000000,6451628
tt0120685,Godzilla,1998.0,139,5.5,208081,130000000,379014294
tt0120689,The Green Mile,1999.0,189,8.6,1473642,60000000,286801374
tt0120693,Half Baked,1998.0,82,6.6,69203,8000000,17460020
tt0120694,Halloween H20: 20 Years Later,1998.0,86,5.8,85060,17000000,75041738
tt0120701,Holy Man,1998.0,114,5.0,21307,60000000,12069719
tt0120703,How Stella Got Her Groove Back,1998.0,124,5.7,8623,20000000,37672350
tt0120716,Jakob the Liar,1999.0,120,6.5,18324,45000000,4956701
tt0120728,The Last Days of Disco,1998.0,113,6.7,14755,8000000,3020601
tt0120735,"Lock, Stock and Two Smoking Barrels",1998.0,107,8.1,632306,1350000,28356188
tt0120737,The Lord of the Rings: The Fellowship of the Ring,2001.0,178,8.9,2092063,93000000,871368364
tt0120741,Mafia!,1998.0,87,5.5,16278,10000000,19000000
tt0120742,Major League: Back to the Minors,1998.0,100,4.7,8376,18000000,3572443
tt0120744,The Man in the Iron Mask,1998.0,132,6.5,183350,35000000,183000000
tt0120746,The Mask of Zorro,1998.0,136,6.8,203112,95000000,250288523
tt0120757,The Mod Squad,1999.0,92,4.3,9732,50000000,13260050
tt0120762,Mulan,1998.0,87,7.7,329435,90000000,304320254
tt0120764,My Favorite Martian,1999.0,94,5.1,14745,65000000,36850101
tt0120768,The Negotiator,1998.0,140,7.3,159381,50000000,44547681
tt0120769,The Newton Boys,1998.0,122,6.1,12805,27000000,76000000
tt0120777,The Opposite of Sex,1998.0,105,6.4,21981,5000000,5879254
tt0120780,Out of Sight,1998.0,123,7.0,102241,48000000,77745966
tt0120783,The Parent Trap,1998.0,128,6.7,162907,15000000,92108518
tt0120784,Payback,1999.0,100,7.1,149302,90000000,161626121
tt0120787,A Perfect Murder,1998.0,107,6.6,94943,60000000,128038368
tt0120789,Pleasantville,1998.0,124,7.5,139281,60000000,49800000
tt0120791,Practical Magic,1998.0,104,6.3,99221,75000000,46733235
tt0120794,The Prince of Egypt,1998.0,99,7.2,153017,70000000,218613188
tt0120797,Pushing Tin,1999.0,124,6.0,31023,33000000,8408835
tt0120804,Resident Evil,2002.0,100,6.6,297834,33000000,102984862
tt0120812,Rush Hour,1998.0,98,7.0,309026,33000000,244721064
tt0120815,Saving Private Ryan,1998.0,169,8.6,1558225,70000000,481840909
tt0120824,The Shipping News,2001.0,111,6.7,34258,38000000,24690441
tt0120828,Six Days Seven Nights,1998.0,102,5.9,85349,70000000,164839294
tt0120831,Slums of Beverly Hills,1998.0,91,6.7,15281,5000000,5502773
tt0120832,Snake Eyes,1998.0,98,6.1,89277,73000000,103900000
tt0120836,Lost & Found,1999.0,100,5.1,7087,30000000,6552255
tt0120841,Species II,1998.0,93,4.5,32570,35000000,19200000
tt0120844,Star Trek: Insurrection,1998.0,103,6.4,81054,70000000,112587658
tt0120855,Tarzan,1999.0,88,7.3,257349,130000000,448200000
tt0120856,Tarzan and the Lost City,1998.0,83,4.0,2415,20000000,2172941
tt0120863,The Thin Red Line,1998.0,170,7.6,205299,52000000,98126565
tt0120873,U.S. Marshals,1998.0,131,6.6,117137,60000000,102367405
tt0120877,Vampires,1998.0,108,6.1,65956,20000000,20308772
tt0120885,Wag the Dog,1997.0,97,7.1,90591,15000000,64256513
tt0120888,The Wedding Singer,1998.0,97,6.9,167232,18000000,123306987
tt0120889,What Dreams May Come,1998.0,113,7.0,117035,85000000,71485043
tt0120890,Wild Things,1998.0,108,6.6,135556,20000000,67200000
tt0120891,Wild Wild West,1999.0,106,4.9,170098,170000000,222104681
tt0120902,The X Files,1998.0,121,7.0,112034,66000000,189198313
tt0120903,X-Men,2000.0,104,7.3,670052,75000000,296339527
tt0120906,Zero Effect,1998.0,116,6.9,15668,5000000,1980338
tt0120907,eXistenZ,1999.0,97,6.8,109944,15000000,2856712
tt0120910,Fantasia 2000,1999.0,75,7.1,42572,80000000,60655420
tt0120912,Men in Black II,2002.0,88,6.2,416579,140000000,445100000
tt0120913,Titan A.E.,2000.0,94,6.6,65139,75000000,36754634
tt0120915,Star Wars: Episode I - The Phantom Menace,1999.0,136,6.5,885499,115000000,924317558
tt0120917,The Emperor's New Groove,2000.0,78,7.4,235694,100000000,169327687
tt0121164,Corpse Bride,2005.0,77,7.4,312022,40000000,118133252
tt0121765,Star Wars: Episode II - Attack of the Clones,2002.0,142,6.6,783584,120000000,649398328
tt0121766,Star Wars: Episode III - Revenge of the Sith,2005.0,140,7.6,873323,113000000,850000000
tt0122459,Return to Me,2000.0,115,7.0,23852,24000000,36600000
tt0122529,Henry Fool,1997.0,137,7.1,8053,900000,1334786
tt0122541,An Ideal Husband,1999.0,97,6.8,17244,14000000,18500000
tt0122690,Ronin,1998.0,122,7.2,200626,55000000,70692101
tt0122718,Small Soldiers,1998.0,110,6.3,108161,40000000,54682547
tt0122933,Analyze This,1999.0,103,6.7,164703,80000000,176885658
tt0123964,Life,1999.0,108,6.8,56923,80000000,73500000
tt0124102,Strangeland,1998.0,85,5.1,8063,1100000,631221
tt0124179,Two Girls and a Guy,1997.0,84,5.5,8794,1000000,2057193
tt0124198,Very Bad Things,1998.0,100,6.3,49976,30000000,9898412
tt0124298,Blast from the Past,1999.0,112,6.7,73958,35000000,40263020
tt0124315,The Cider House Rules,1999.0,126,7.4,107001,24000000,88500000
tt0124718,He Got Game,1998.0,136,6.9,53002,25000000,21567853
tt0124819,Orgazmo,1997.0,94,6.1,38620,1000000,602302
tt0125022,Heartbreakers,2001.0,123,6.3,59905,35000000,57800000
tt0125439,Notting Hill,1999.0,124,7.2,362265,42000000,363889678
tt0125664,Man on the Moon,1999.0,118,7.4,140409,82000000,47434430
tt0126029,Shrek,2001.0,90,7.9,766984,60000000,488628188
tt0126886,Election,1999.0,103,7.2,108288,25000000,14902041
tt0126916,For Love of the Game,1999.0,137,6.6,38524,50000000,46112640
tt0127536,Elizabeth,1998.0,124,7.4,107702,30000000,82150642
tt0127723,Can't Hardly Wait,1998.0,100,6.5,55448,10000000,25605015
tt0128278,Instinct,1999.0,126,6.5,34797,80000000,34105207
tt0128445,Rushmore,1998.0,93,7.6,202233,9000000,17096053
tt0128853,You've Got Mail,1998.0,119,6.7,236812,65000000,250800000
tt0129167,The Iron Giant,1999.0,86,8.1,241979,50000000,23300000
tt0129290,Patch Adams,1998.0,115,6.8,125648,50000000,202292902
tt0129332,Ravenous,1999.0,101,6.9,44748,12000000,2000000
tt0129387,There's Something About Mary,1998.0,119,7.1,337932,23000000,369900000
tt0130018,I Still Know What You Did Last Summer,1998.0,100,4.8,81325,65000000,40002112
tt0130121,Mickey Blue Eyes,1999.0,102,5.9,38859,75000000,54264342
tt0130623,Dinosaur,2000.0,82,6.4,69819,127500000,354248063
tt0131325,Bowfinger,1999.0,97,6.5,75784,55000000,98625775
tt0131369,Edtv,1999.0,122,6.1,45749,80000000,35242897
tt0131704,The Adventures of Rocky & Bullwinkle,2000.0,92,4.3,21529,76000000,35100000
tt0131857,BASEketball,1998.0,103,6.5,67686,25000000,7027290
tt0132245,Driven,2001.0,116,4.6,43985,94000000,54744738
tt0132347,Mystery Men,1999.0,121,6.1,72163,68000000,29762011
tt0132477,October Sky,1999.0,108,7.8,101072,25000000,34698685
tt0133046,Teaching Mrs. Tingle,1999.0,96,5.3,22129,13000000,8946237
tt0133093,The Matrix,1999.0,136,8.7,2139488,63000000,463517383
tt0133240,Treasure Planet,2002.0,95,7.2,139725,140000000,109578115
tt0133751,The Faculty,1998.0,104,6.6,140603,15000000,40283321
tt0133952,The Siege,1998.0,116,6.4,80217,70000000,116700000
tt0134067,The Rugrats Movie,1998.0,79,5.9,21277,30000000,100491683
tt0134084,Scream 3,2000.0,116,5.7,172579,40000000,161834276
tt0134119,The Talented Mr. Ripley,1999.0,139,7.4,259770,40000000,128798265
tt0134273,8MM,1999.0,123,6.6,146796,40000000,96618699
tt0134619,Disturbing Behavior,1998.0,84,5.6,26213,15000000,17514980
tt0134847,Pitch Black,2000.0,109,7.0,258436,23000000,53187659
tt0137363,Arlington Road,1999.0,117,7.2,94094,31000000,41100000
tt0137494,Entrapment,1999.0,113,6.3,126575,66000000,212404400
tt0137523,Fight Club,1999.0,139,8.8,2441716,63000000,100853753
tt0138097,Shakespeare in Love,1998.0,123,7.1,238193,25000000,289300000
tt0138304,The Astronaut's Wife,1999.0,109,5.4,58191,75000000,19598588
tt0138510,Idle Hands,1999.0,92,6.3,48589,25000000,4152230
tt0138524,Intolerable Cruelty,2003.0,100,6.3,103530,60000000,119940815
tt0138749,The Road to El Dorado,2000.0,89,6.9,112581,95000000,76400000
tt0139134,Cruel Intentions,1999.0,97,6.8,212830,10500000,76347426
tt0139239,Go,1999.0,102,7.2,77347,6500000,28451622
tt0139654,Training Day,2001.0,122,7.8,492710,45000000,104900000
tt0139668,True Crime,1999.0,127,6.6,39701,55000000,16700000
tt0139809,The Thirteenth Floor,1999.0,100,7.0,79540,16000000,18564088
tt0140352,The Insider,1999.0,157,7.8,185519,90000000,60300000
tt0140796,Air Bud: Golden Receiver,1998.0,90,4.5,6405,11000000,10224116
tt0141098,Forces of Nature,1999.0,105,5.5,36608,75000000,93888180
tt0141109,Jack Frost,1998.0,101,5.5,43008,27000000,34562925
tt0141369,Inspector Gadget,1999.0,78,4.2,52295,75000000,134403112
tt0142688,The Ninth Gate,1999.0,133,6.7,203600,38000000,58401898
tt0143145,The World Is Not Enough,1999.0,128,6.4,214198,135000000,361832400
tt0144084,American Psycho,2000.0,102,7.6,770450,7000000,34300000
tt0144117,The Boondock Saints,1999.0,108,7.6,256105,6000000,50000000
tt0144120,Bride of Chucky,1998.0,89,5.6,67080,25000000,50671850
tt0144168,Dick,1999.0,94,6.2,22037,13000000,27500000
tt0144214,The General's Daughter,1999.0,116,6.4,65374,60000000,149700000
tt0144528,Nutty Professor II: The Klumps,2000.0,106,4.5,54429,84000000,123307945
tt0144715,Holy Smoke,1999.0,115,5.9,16007,15000000,1765545
tt0144814,The Rage: Carrie 2,1999.0,104,4.8,18600,21000000,17762705
tt0144964,Highlander: Endgame,2000.0,87,4.6,21679,25000000,15843608
tt0145487,Spider-Man,2002.0,121,7.4,916057,139000000,821708551
tt0145503,Sunshine,1999.0,181,7.5,16094,26000000,7918035
tt0145531,Stigmata,1999.0,103,6.2,74282,29000000,50041732
tt0145653,Angela's Ashes,1999.0,145,7.3,23870,50000000,13042112
tt0145660,Austin Powers: The Spy Who Shagged Me,1999.0,95,6.7,255177,33000000,312016928
tt0145681,The Bone Collector,1999.0,118,6.7,192538,73000000,151493655
tt0145893,Simply Irresistible,1999.0,96,5.2,15263,6000000,4398989
tt0146309,Thirteen Days,2000.0,145,7.3,64484,80000000,34566746
tt0146316,Lara Croft: Tomb Raider,2001.0,100,5.8,224253,115000000,274703340
tt0146336,Urban Legend,1998.0,99,5.6,74539,14000000,72527595
tt0146838,Any Given Sunday,1999.0,162,6.9,128310,55000000,100230832
tt0146882,High Fidelity,2000.0,113,7.4,194159,30000000,47100000
tt0146984,The Legend of Bagger Vance,2000.0,126,6.7,60551,80000000,39459427
tt0147612,Happiness,1998.0,134,7.7,76953,3000000,2800000
tt0147800,10 Things I Hate About You,1999.0,97,7.3,413896,16000000,53478166
tt0150377,Double Jeopardy,1999.0,105,6.5,99424,70000000,177841558
tt0151137,The Messenger: The Story of Joan of Arc,1999.0,148,6.4,71112,85000000,66976317
tt0151738,Never Been Kissed,1999.0,107,6.0,100117,25000000,84565230
tt0151804,Office Space,1999.0,89,7.6,297569,10000000,12800000
tt0155267,The Thomas Crown Affair,1999.0,113,6.9,103697,48000000,124305181
tt0155776,Jawbreaker,1999.0,86,5.7,30143,3000000,3100000
tt0155975,Psycho,1998.0,105,4.6,51605,60000000,37100000
tt0156323,Screwed,2000.0,81,5.7,9759,10000000,7201701
tt0156729,Last Night,1998.0,95,7.1,10306,2300000,591165
tt0156812,My Dog Skip,2000.0,95,7.0,21680,6000000,35547761
tt0156934,Random Hearts,1999.0,133,5.4,24600,64000000,74608570
tt0157472,Clockstoppers,2002.0,94,5.2,15391,26000000,38793283
tt0157503,Drop Dead Gorgeous,1999.0,97,6.7,42714,10000000,10571408
tt0158622,The Flintstones in Viva Rock Vegas,2000.0,90,3.7,26183,83000000,59468275
tt0158811,Muppets from Space,1999.0,87,6.2,21234,24000000,22300000
tt0158983,"South Park: Bigger, Longer & Uncut",1999.0,81,7.7,219546,21000000,83137864
tt0159097,The Virgin Suicides,1999.0,97,7.2,177563,6000000,10409377
tt0159365,Cold Mountain,2003.0,154,7.2,160027,79000000,173013509
tt0160127,Charlie's Angels,2000.0,98,5.6,201245,92000000,264105545
tt0160236,Dudley Do-Right,1999.0,77,3.9,11596,70000000,10000000
tt0160338,Guinevere,1999.0,104,5.9,2795,2600000,614202
tt0160401,In Too Deep,1999.0,95,6.2,7299,7000000,14011454
tt0160484,Lost Souls,2000.0,97,4.8,11557,50000000,31355910
tt0160644,Passion of Mind,2000.0,105,5.5,3696,12000000,769272
tt0160797,Rules of Engagement,2000.0,128,6.4,51409,60000000,71000000
tt0160862,She's All That,1999.0,95,5.9,107014,10000000,103166989
tt0160916,The Story of Us,1999.0,95,6.0,25367,50000000,58900031
tt0162222,Cast Away,2000.0,143,7.8,661547,90000000,429632142
tt0162346,Ghost World,2001.0,111,7.3,129283,7000000,8800000
tt0162360,"Happy, Texas",1999.0,98,6.3,10431,1700000,1943649
tt0162650,Shaft,2000.0,99,6.0,82348,46000000,107626125
tt0162661,Sleepy Hollow,1999.0,105,7.3,397156,100000000,206071526
tt0162677,Summer of Sam,1999.0,142,6.7,42778,22000000,19288130
tt0163025,Jurassic Park III,2001.0,92,5.9,350828,93000000,368780809
tt0163187,Runaway Bride,1999.0,116,5.6,107193,70000000,309500000
tt0163579,Chill Factor,1999.0,102,5.2,10242,34000000,11263966
tt0163651,American Pie,1999.0,95,7.0,448677,11000000,235483004
tt0163988,Bringing Out the Dead,1999.0,121,6.9,78657,32000000,16797191
tt0164052,Hollow Man,2000.0,112,5.9,141715,95000000,190213455
tt0164114,Drive Me Crazy,1999.0,91,5.8,21983,8000000,22593409
